CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,Score 2015,Change in Yearly Score from 2014,Property Rights,Change in Property Rights from 2014,Freedom from Corruption,Change in Freedom from Corruption from 2014,Fiscal Freedom ,Change in Fiscal Freedom from 2014,Gov't Spending,Change in Gov't Spending from 2014,Business Freedom,Change in Business Freedom from 2014,Labor Freedom,Change in Labor Freedom from 2014,Monetary Freedom,Change in Monetary Freedom from 2014,Trade Freedom,Change in Trade Freedom from 2014,Investment Freedom ,Change in Investment Freedom from 2014,Financial Freedom,Change in Financial Freedom from 2014,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
160,Taiwan ,Taiwan,Asia-Pacific,14,5,75.1,1.2,70.0,0.0,61.0,1.3,80.4,0.1,87.1,2.4,92.4,-1.5,55.2,2.1,83.3,1.6,86.4,0.6,75.0,5.0,60.0,0.0,1.8,40.0,17.0,8.7,20.7,Taiwan,23.4,$929.5 ,2.1,3.3,"$39,767",4.1,0.8,"3,688.0",41.0
161,Tajikistan,Tajikistan,Asia-Pacific,140,31,52.7,0.7,20.0,0.0,22.0,2.6,92.1,-0.2,81.9,3.8,65.4,7.0,46.4,0.9,69.6,1.9,74.6,1.4,25.0,0.0,30.0,-10.0,5.2,13.0,15.0,19.9,24.6,Tajikistan,8.1,$19.1 ,7.4,6.5,"$2,354",10.8,5.0,107.8,29.2
162,Tanzania,Tanzania,Sub-Saharan Africa,109,17,57.5,-0.3,30.0,0.0,33.0,4.2,79.9,0.2,79.3,1.0,45.0,-2.0,61.4,0.3,69.7,3.7,67.0,-9.8,60.0,0.0,50.0,0.0,11.5,30.0,30.0,14.4,26.3,Tanzania,46.3,$79.4 ,7.0,6.7,"$1,715",3.5,7.9,"1,872.4",41.0
163,Thailand,Thailand,Asia-Pacific,75,12,62.4,-0.9,40.0,-5.0,35.0,1.4,81.5,1.8,81.4,-2.2,72.5,1.1,63.5,1.9,69.9,1.3,75.4,0.4,45.0,0.0,60.0,-10.0,4.8,35.0,20.0,15.0,24.9,Thailand,68.2,$673.7 ,2.9,2.9,"$9,875",0.8,2.2,"12,945.6",45.3
164,Timor-Leste,TimorLeste,Asia-Pacific,167,40,45.5,2.3,20.0,0.0,30.0,4.6,64.7,0.0,0.0,0.0,59.8,14.4,72.0,-7.2,68.7,0.4,79.6,15.2,40.0,-5.0,20.0,0.0,2.7,10.0,10.0,227.3,86.4,Timor-Leste,1.2,$25.8 ,8.4,10.4,"$21,705",4.5,10.6,19.8,N/A
165,Togo,Togo,Sub-Saharan Africa,138,30,53.0,3.1,30.0,0.0,29.0,5.2,69.7,0.0,78.1,-4.3,51.9,8.6,43.4,0.6,80.4,1.1,67.8,5.0,50.0,15.0,30.0,0.0,11.1,45.0,27.0,16.5,27.0,Togo,6.8,$7.4 ,5.6,4.8,"$1,084",8.5,2.0,84.2,43.3
166,Tonga,Tonga,Asia-Pacific,95,18,59.3,1.1,20.0,0.0,28.6,0.0,87.2,0.5,79.0,4.2,74.1,-0.5,92.1,0.9,73.5,2.2,78.4,-1.1,40.0,5.0,20.0,0.0,5.8,20.0,25.0,15.9,26.4,Tonga,0.1,$0.8 ,1.0,2.0,"$8,168",N/A,3.2,11.6,N/A
167,Trinidad and Tobago,TrinidadTobago,South and Central America / Caribbean,67,13,64.1,1.4,50.0,0.0,38.0,4.0,79.0,-5.8,69.3,6.8,65.3,5.9,76.6,0.2,74.3,2.6,78.6,0.0,60.0,0.0,50.0,0.0,5.7,25.0,25.0,29.2,32.0,Trinidad and Tobago,1.3,$27.5 ,1.6,-0.8,"$20,438",6.6,5.2,"1,712.6",30.6
168,Tunisia,Tunisia,Middle East / North Africa,107,11,57.7,0.4,40.0,0.0,41.0,1.8,74.3,0.0,70.8,7.0,81.2,0.5,69.1,-3.5,74.8,-1.1,61.2,-0.6,35.0,0.0,30.0,0.0,14.4,35.0,30.0,21.0,31.2,Tunisia,10.9,$108.4 ,2.7,2.1,"$9,932",17.5,6.1,"1,095.6",44.4
169,Turkey,Turkey,Europe,70,32,63.2,-1.7,45.0,-5.0,50.0,6.0,76.1,-1.4,57.6,-5.9,61.0,-6.6,50.2,-9.5,72.4,0.6,84.6,0.1,75.0,5.0,60.0,0.0,2.7,35.0,20.0,27.7,37.6,Turkey,76.5,"$1,174.2 ",4.3,3.8,"$15,353",9.9,7.5,"12,866.0",35.8
170,Turkmenistan,Turkmenistan,Asia-Pacific,172,41,41.4,-0.8,5.0,0.0,17.0,3.6,94.0,-1.2,93.5,0.5,30.0,0.0,20.0,-10.0,64.2,-1.7,80.0,0.8,0.0,0.0,10.0,0.0,0.0,10.0,8.0,21.0,14.7,Turkmenistan,5.7,$54.2 ,10.2,10.2,"$9,510",10.7,6.6,"3,061.0",20.6
171,Uganda,Uganda,Sub-Saharan Africa,92,9,59.7,-0.2,25.0,-5.0,26.0,2.2,73.3,-5.8,89.0,1.7,43.3,-1.8,87.5,0.1,76.3,5.3,76.6,1.2,60.0,0.0,40.0,0.0,6.7,40.0,30.0,13.1,19.1,Uganda,36.8,$54.6 ,6.0,5.1,"$1,484",3.8,5.4,"1,145.9",33.9
172,Ukraine,Ukraine,Europe,162,43,46.9,-2.4,20.0,-10.0,25.0,3.1,78.7,-0.4,28.0,-9.5,59.3,-0.5,48.2,-1.6,78.6,-0.1,85.8,-0.4,15.0,-5.0,30.0,0.0,2.1,17.0,18.0,38.9,49.0,Ukraine,45.4,$336.8 ,0.1,-1.3,"$7,423",7.9,-0.3,"3,771.0",41.0
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,25,2,72.4,1.0,55.0,0.0,69.0,2.6,99.5,-0.1,85.8,2.7,74.7,0.3,83.8,0.9,83.8,-0.8,82.4,-0.1,40.0,5.0,50.0,0.0,3.8,0.0,0.0,7.2,21.8,United Arab Emirates,9.0,$272.0 ,4.8,1.9,"$30,122",3.8,1.1,"10,488.0",12.3
174,United Kingdom,UnitedKingdom,Europe,13,5,75.8,0.9,90.0,0.0,76.0,-0.4,62.9,6.3,30.3,0.8,91.1,-0.9,75.6,2.5,74.4,0.9,88.0,0.2,90.0,0.0,80.0,0.0,1.0,45.0,21.0,35.2,48.2,United Kingdom,64.1,"$2,390.9 ",1.8,-0.1,"$37,307",7.5,2.6,"37,100.9",90.1
175,United States,UnitedStates,North America,12,2,76.2,0.7,80.0,0.0,73.0,1.0,66.2,0.4,51.8,3.7,88.8,-0.4,98.5,1.3,76.6,1.2,87.0,0.2,70.0,0.0,70.0,0.0,1.5,39.6,35.0,24.3,40.1,United States,316.4,"$16,799.7 ",1.9,1.2,"$53,101",7.5,1.5,"187,528.0",104.5
176,Uruguay,Uruguay,South and Central America / Caribbean,43,5,68.6,-0.7,70.0,0.0,73.0,2.4,77.1,-0.3,65.1,-2.9,72.6,-1.9,64.3,-3.8,71.6,-0.5,81.8,-0.7,80.0,0.0,30.0,0.0,4.1,30.0,25.0,27.6,34.1,Uruguay,3.4,$56.7 ,4.2,5.1,"$16,723",6.3,8.6,"2,796.1",59.4
177,Uzbekistan,Uzbekistan,Asia-Pacific,160,37,47.0,0.5,15.0,0.0,17.0,3.6,90.2,-0.1,67.3,-3.1,73.1,-2.6,64.2,3.4,63.5,0.4,69.8,3.7,0.0,0.0,10.0,0.0,5.1,22.0,9.0,20.3,33.0,Uzbekistan,30.2,$113.8 ,8.0,8.2,"$3,762",10.8,11.2,"1,077.0",8.6
178,Vanuatu,Vanuatu,Asia-Pacific,84,16,61.1,1.6,40.0,0.0,33.5,0.0,97.2,-0.1,83.8,2.1,51.5,-3.3,46.4,-10.4,82.9,0.2,75.4,27.4,60.0,0.0,40.0,0.0,4.8,0.0,0.0,16.6,23.2,Vanuatu,0.3,$1.3 ,2.8,2.1,"$4,718",N/A,1.3,34.8,20.4
179,Venezuela,Venezuela,South and Central America / Caribbean,176,28,34.3,-2.0,5.0,0.0,20.0,3.5,75.0,-0.3,52.0,0.2,41.6,-1.8,24.2,-9.5,42.8,-6.9,62.8,0.1,0.0,-5.0,20.0,0.0,8.6,34.0,34.0,13.6,40.0,Venezuela,30.0,$407.9 ,1.0,1.2,"$13,605",7.6,40.7,"7,040.0",49.8
180,Vietnam,Vietnam,Asia-Pacific,148,32,51.7,0.9,15.0,0.0,31.0,4.1,79.1,2.1,77.1,5.7,61.5,-0.5,62.9,-5.4,66.8,3.2,78.6,-0.1,15.0,0.0,30.0,0.0,5.7,35.0,22.0,19.6,27.6,Vietnam,89.7,$359.8 ,5.4,5.7,"$4,012",1.9,6.6,"8,900.0",55.0
181,Yemen,Yemen,Middle East / North Africa,133,13,53.7,-1.8,30.0,0.0,18.0,-1.4,91.5,-0.2,59.9,-15.0,54.0,-5.2,57.1,2.2,68.5,6.4,77.6,-4.8,50.0,0.0,30.0,0.0,6.2,20.0,20.0,7.0,36.6,Yemen,26.7,$61.8 ,4.4,0.9,"$2,316",17.2,11.1,-133.6,49.9
182,Zambia,Zambia,Sub-Saharan Africa,100,12,58.7,-1.7,30.0,0.0,38.0,6.7,71.9,0.1,78.0,-4.9,68.2,-6.7,46.0,-4.1,73.2,5.2,76.8,-7.8,55.0,-5.0,50.0,0.0,4.1,35.0,35.0,19.1,27.1,Zambia,14.5,$25.5 ,6.0,6.8,"$1,754",13.2,7.0,"1,810.9",35.1
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,175,46,37.6,2.1,10.0,0.0,21.0,1.7,66.6,3.3,74.2,10.2,37.1,2.6,23.7,1.5,75.4,2.4,58.4,4.2,0.0,-5.0,10.0,0.0,13.3,45.0,25.0,26.3,29.3,Zimbabwe,13.1,$10.3 ,3.0,8.9,$788,5.5,1.6,400.0,54.7
184,Somalia,Somalia,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,8.0,3.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somalia,N/A,N/A,N/A,N/A,N/A,8.5,N/A,107.1,N/A
185,Kosovo,Kosovo,Europe,N/A,N/A,N/A,N/A,30.0,0.0,33.0,4.4,N/A,N/A,73.9,0.9,66.8,8.7,72.1,0.8,74.9,2.2,N/A,N/A,65.0,0.0,N/A,N/A,N/A,10.0,10.0,N/A,29.5,Kosovo,N/A,$14.0 ,2.5,3.2,N/A,N/A,1.9,N/A,N/A
186,Brunei Darussalam,Brunei,Asia-Pacific,39,10,68.9,-0.1,35.0,-5.0,60.0,6.7,87.0,-3.2,63.6,-2.5,68.3,0.1,96.9,0.4,76.6,2.4,81.8,0.0,70.0,0.0,50.0,0.0,4.1,0.0,20.0,30.0,34.8,Brunei,0.4,$21.7 ,-1.2,0.8,"$53,431",3.7,0.4,895.0,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-575.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
